Label,Start,End,Number of days,Total Return,CAGR,Ann. Volatility,Sharpe,Downside vol (daily),Sortino,Max Drawdown,Calmar,VaR 95 (daily),CVaR 95 (daily),Skew,Excess Kurtosis,Hit Rate,Correlation to S&P 500,Beta,Active Return (ann.),Tracking Error (ann.),Information Ratio,"R² (SPY regression, rf=0)","Residual vol (ann., SPY reg)",Regression intercept (ann.),Appraisal Ratio (intercept / residual vol),R² (4-ETF basket),Residual vol basket (ann.),Model note (REF),SSR (Sharpe Stability Ratio),SSR verdict,Max Drawdown Peak,Max Drawdown Trough,Max Drawdown Recovered
Static B&H 16-26,2019-01-03,2026-01-30,1745,2.24334686,0.18086783,0.14645351,1.23381874,0.00638817,1.78186310,-0.19630628,0.92135531,-0.01327872,-0.02134042,-0.10855553,9.60426415,0.56676218,0.85780919,0.63401759,-0.00127832,0.10452220,-0.01223014,0.73583661,0.07527246,0.06532148,0.86780051,0.99002935,0.01462384,"basket residual after a constant-beta 4-ETF factor model; useful for conditional attribution, not a pure timing-skill isolate",0.14317867,"SSR=0.14: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim",2021-12-29,2022-10-14,2023-06-12
Factor ext26,2019-01-03,2026-01-30,1745,1.48790130,0.13744293,0.09208221,1.47588055,0.00396576,2.15873954,-0.12080467,1.13772859,-0.00794812,-0.01266293,-0.47934577,24.24904245,0.57020057,0.48757859,0.22658502,-0.04607306,0.17305798,-0.26622903,0.23773288,0.08039506,0.09466945,1.17755309,0.90621065,0.02820022,"basket residual after a constant-beta 4-ETF factor model; useful for conditional attribution, not a pure timing-skill isolate",0.12994349,"SSR=0.13: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim",2022-03-29,2022-09-27,2023-02-01
SJM×crowding de-risk v2 ext26,2019-01-03,2026-01-30,1745,1.37206154,0.12980573,0.08133879,1.57468934,0.00352815,2.28688853,-0.08383694,1.54831193,-0.00685899,-0.01095215,-0.76975499,33.85442533,0.57020057,0.41370592,0.16982446,-0.05389209,0.18039694,-0.29874168,0.17115259,0.07405169,0.09717944,1.31231904,0.87053628,0.02926656,"basket residual after a constant-beta 4-ETF factor model; useful for conditional attribution, not a pure timing-skill isolate",0.13392673,"SSR=0.13: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim",2022-03-29,2022-09-27,2023-02-01
