Date;static_return;spy_return;active_return
2016-02-02;-0,00795798;-0,01802195;0,01006396
2016-02-03;-0,00291614;0,00599498;-0,00891112
2016-02-04;0,00641116;0,00156810;0,00484305
2016-02-05;-0,00510276;-0,01905030;0,01394754
2016-02-08;-0,00424753;-0,01346092;0,00921339
2016-02-09;-0,00282514;0,00005378;-0,00287892
2016-02-10;0,00335910;-0,00086256;0,00422166
2016-02-11;0,00557154;-0,01300794;0,01857948
2016-02-12;0,00523184;0,02061716;-0,01538532
2016-02-16;0,00231371;0,01687767;-0,01456396
2016-02-17;0,01200226;0,01633461;-0,00433234
2016-02-18;0,00556854;-0,00409534;0,00966388
2016-02-19;-0,00262633;-0,00046848;-0,00215785
2016-02-22;0,00525621;0,01447899;-0,00922279
2016-02-23;-0,00164077;-0,01262930;0,01098852
2016-02-24;0,00051557;0,00457509;-0,00405952
2016-02-25;0,00915799;0,01211222;-0,00295423
2016-02-26;0,00092833;-0,00230152;0,00322985
2016-02-29;0,00064169;-0,00784221;0,00848390
2016-03-01;0,00701145;0,02350687;-0,01649542
2016-03-02;0,00263476;0,00449235;-0,00185759
2016-03-03;0,00329732;0,00391982;-0,00062250
2016-03-04;0,00304460;0,00325322;-0,00020862
2016-03-07;-0,00094265;0,00079809;-0,00174074
2016-03-08;-0,00451601;-0,01091753;0,00640152
2016-03-09;0,00087538;0,00493964;-0,00406426
2016-03-10;0,00140286;0,00080211;0,00060075
2016-03-11;0,00262073;0,01613729;-0,01351656
2016-03-14;-0,00201300;-0,00128220;-0,00073080
2016-03-15;0,00225648;-0,00162957;0,00388605
2016-03-16;0,00988358;0,00578692;0,00409666
2016-03-17;-0,00278185;0,00634438;-0,00912623
2016-03-18;0,00081056;0,00392926;-0,00311870
2016-03-21;-0,00002581;0,00141890;-0,00144471
2016-03-22;0,00436830;-0,00053711;0,00490541
2016-03-23;-0,00710213;-0,00659952;-0,00050260
2016-03-24;-0,00336617;-0,00044305;-0,00292312
2016-03-29;0,00753344;0,00925006;-0,00171662
2016-03-30;0,00075049;0,00438776;-0,00363727
2016-03-31;-0,00004898;-0,00242670;0,00237772
2016-04-01;0,00215255;0,00681174;-0,00465918
2016-04-04;-0,00384543;-0,00323815;-0,00060728
2016-04-05;0,00021524;-0,00998732;0,01020256
2016-04-06;0,00289407;0,01092081;-0,00802674
2016-04-07;-0,00100919;-0,01196590;0,01095670
2016-04-08;0,00137851;0,00269678;-0,00131826
2016-04-11;0,00101035;-0,00234727;0,00335762
2016-04-12;0,00307693;0,00931302;-0,00623609
2016-04-13;0,00336435;0,01010100;-0,00673665
2016-04-14;-0,00109315;0,00004796;-0,00114111
2016-04-15;-0,00060929;-0,00110579;0,00049649
2016-04-18;0,00005542;0,00702666;-0,00697124
2016-04-19;0,00310145;0,00315440;-0,00005295
2016-04-20;0,00018236;0,00095300;-0,00077063
2016-04-21;0,00041693;-0,00537845;0,00579538
2016-04-22;-0,01011291;0,00000000;-0,01011291
2016-04-25;-0,00211174;-0,00172318;-0,00038856
2016-04-26;-0,00038230;0,00148602;-0,00186833
2016-04-27;0,00011798;0,00205861;-0,00194062
2016-04-28;0,00114533;-0,00907591;0,01022124
2016-04-29;-0,00149483;-0,00539881;0,00390399
2016-05-03;-0,00119082;-0,00870314;0,00751231
2016-05-04;-0,00285683;-0,00557811;0,00272128
2016-05-05;-0,00040922;-0,00019543;-0,00021380
2016-05-06;0,00438116;0,00365919;0,00072198
2016-05-09;-0,00454355;0,00082662;-0,00537017
2016-05-10;0,00591105;0,01243354;-0,00652249
2016-05-11;0,00028097;-0,00935464;0,00963561
2016-05-12;-0,00492848;0,00029046;-0,00521893
2016-05-13;0,00259978;-0,00871416;0,01131395
2016-05-16;0,00334804;0,00986530;-0,00651726
2016-05-17;-0,00305351;-0,00933370;0,00628019
2016-05-18;-0,00704625;0,00029280;-0,00733905
2016-05-19;-0,00484567;-0,00346509;-0,00138058
2016-05-20;0,00665132;0,00631778;0,00033354
2016-05-23;-0,00027447;-0,00136269;0,00108821
2016-05-24;0,00007108;0,01296226;-0,01289118
2016-05-25;0,00188787;0,00678307;-0,00489520
2016-05-26;0,00047111;0,00028677;0,00018434
2016-05-27;0,00076013;0,00429931;-0,00353918
2016-05-31;0,00254104;-0,00190282;0,00444386
2016-06-01;0,00047921;0,00204941;-0,00157020
2016-06-02;-0,00119841;0,00304372;-0,00424213
2016-06-03;0,00524384;-0,00298727;0,00823111
2016-06-06;0,00428094;0,00508862;-0,00080767
2016-06-07;0,00059322;0,00156150;-0,00096828
2016-06-08;0,00482294;0,00325933;0,00156360
2016-06-09;0,00101931;-0,00136551;0,00238482
2016-06-10;-0,00146613;-0,00947742;0,00801129
2016-06-13;-0,00128861;-0,00771183;0,00642321
2016-06-14;-0,00087249;-0,00196676;0,00109427
2016-06-15;0,00187447;-0,00139376;0,00326823
2016-06-16;-0,00296511;0,00298443;-0,00594954
2016-06-17;-0,00009837;-0,00372461;0,00362623
2016-06-20;-0,00129690;0,00644001;-0,00773692
2016-06-21;-0,00323035;0,00283872;-0,00606908
2016-06-22;-0,00059651;-0,00163114;0,00103463
2016-06-23;0,00214898;0,01302257;-0,01087359
2016-06-24;0,01339004;-0,03590912;0,04929916
2016-06-27;-0,00324379;-0,01790995;0,01466617
2016-06-28;0,00297283;0,01803626;-0,01506343
2016-06-29;0,00743278;0,01702742;-0,00959464
2016-06-30;0,01064930;0,01364570;-0,00299640
2016-07-01;0,00789356;0,00210029;0,00579327
2016-07-05;0,00207339;-0,00719314;0,00926653
2016-07-06;0,00439581;0,00599775;-0,00160193
2016-07-07;0,00052510;-0,00062012;0,00114522
2016-07-08;0,00763339;0,01489079;-0,00725740
2016-07-11;0,00153931;0,00352656;-0,00198724
2016-07-12;-0,00536852;0,00726345;-0,01263197
2016-07-13;0,00307037;-0,00013942;0,00320980
2016-07-14;-0,00149768;0,00558345;-0,00708112
2016-07-15;0,00011924;-0,00134176;0,00146100
2016-07-18;0,00138116;0,00268704;-0,00130588
2016-07-19;0,00174456;-0,00101648;0,00276104
2016-07-20;0,00081694;0,00416292;-0,00334598
2016-07-21;0,00133138;-0,00377707;0,00510845
2016-07-22;0,00157855;0,00448508;-0,00290652
2016-07-25;-0,00328326;-0,00271594;-0,00056732
2016-07-26;0,00189649;0,00046154;0,00143495
2016-07-27;0,00701206;-0,00106091;0,00807298
2016-07-28;-0,00167954;0,00115445;-0,00283399
2016-07-29;0,00306706;0,00161473;0,00145233
2016-08-01;0,00260151;-0,00082917;0,00343067
2016-08-02;-0,00452325;-0,00640730;0,00188405
2016-08-03;-0,00077109;0,00292297;-0,00369407
2016-08-04;0,00665004;0,00106363;0,00558642
2016-08-05;0,00125505;0,00817907;-0,00692402
2016-08-08;0,00035754;-0,00059599;0,00095353
2016-08-09;0,00398845;0,00059634;0,00339210
2016-08-10;-0,00024837;-0,00247509;0,00222672
2016-08-11;0,00158359;0,00464064;-0,00305704
2016-08-12;-0,00049780;-0,00086900;0,00037120
2016-08-15;0,00453995;0,00288371;0,00165624
2016-08-16;-0,00401887;-0,00515749;0,00113861
2016-08-17;-0,00221702;0,00188132;-0,00409834
2016-08-18;0,00038093;0,00224398;-0,00186305
2016-08-19;-0,00119703;-0,00146246;0,00026543
2016-08-22;-0,00223311;-0,00004549;-0,00218762
2016-08-23;0,00164708;0,00201315;-0,00036606
2016-08-24;-0,00566072;-0,00511483;-0,00054590
2016-08-25;0,00016724;-0,00068857;0,00085582
2016-08-26;0,00052311;-0,00188324;0,00240635
2016-08-30;-0,00125011;-0,00164867;0,00039856
2016-08-31;-0,00275446;-0,00284394;0,00008949
2016-09-01;-0,00187822;0,00004574;-0,00192395
2016-09-02;0,00674375;0,00450836;0,00223539
2016-09-06;0,00416361;0,00302214;0,00114147
2016-09-07;0,00154527;-0,00009111;0,00163638
2016-09-08;-0,00299202;-0,00228323;-0,00070879
2016-09-09;-0,01005367;-0,02393477;0,01388110
2016-09-12;0,00003516;0,01434736;-0,01431220
2016-09-13;-0,00283593;-0,01437560;0,01153967
2016-09-14;0,00229589;-0,00037519;0,00267108
2016-09-15;0,00381379;0,00999313;-0,00617934
2016-09-16;-0,00097326;-0,00386574;0,00289248
2016-09-19;0,00259315;0,00018778;0,00240537
2016-09-20;0,00192333;0,00004652;0,00187681
2016-09-21;0,00763208;0,01124540;-0,00361331
2016-09-22;0,00386160;0,00630157;-0,00243997
2016-09-23;-0,00005608;-0,00547919;0,00542312
2016-09-26;-0,00512795;-0,00810221;0,00297426
2016-09-27;0,00093131;0,00620778;-0,00527646
2016-09-28;0,00000582;0,00496376;-0,00495794
2016-09-29;-0,00036459;-0,00904714;0,00868255
2016-09-30;0,00017856;0,00754608;-0,00736752
2016-10-03;0,00152852;-0,00240412;0,00393264
2016-10-04;-0,00690406;-0,00509770;-0,00180637
2016-10-05;0,00022627;0,00442493;-0,00419866
2016-10-06;-0,00079917;0,00069580;-0,00149497
2016-10-07;0,00363088;-0,00342927;0,00706015
2016-10-10;0,00530259;0,00520823;0,00009436
2016-10-11;-0,00404904;-0,01262990;0,00858086
2016-10-12;0,00063617;0,00131217;-0,00067600
2016-10-13;-0,00304567;-0,00327543;0,00022975
2016-10-14;0,00208891;0,00051652;0,00157239
2016-10-17;-0,00135889;-0,00347249;0,00211360
2016-10-18;0,00223039;0,00626248;-0,00403209
2016-10-19;0,00343379;0,00266736;0,00076643
2016-10-20;-0,00217948;-0,00186675;-0,00031273
2016-10-21;0,00166406;0,00046716;0,00119690
2016-10-24;0,00339793;0,00425275;-0,00085481
2016-10-25;0,00116984;-0,00335033;0,00452017
2016-10-26;-0,00455869;-0,00200769;-0,00255101
2016-10-27;0,00088312;-0,00266707;0,00355019
2016-10-28;0,00154538;-0,00295538;0,00450077
