Date;static_return;spy_return;active_return
2016-10-31;-0,00164525;0,00004696;-0,00169221
2016-11-01;-0,00330963;-0,00724520;0,00393557
2016-11-02;-0,00251988;-0,00601841;0,00349853
2016-11-03;-0,00505146;-0,00457742;-0,00047404
2016-11-04;-0,00227047;-0,00110177;-0,00116870
2016-11-07;0,00620436;0,02205745;-0,01585309
2016-11-08;0,00178854;0,00450361;-0,00271506
2016-11-09;-0,00127001;0,01060206;-0,01187207
2016-11-10;-0,00851327;0,00249557;-0,01100884
2016-11-11;-0,00715395;-0,00230482;-0,00484914
2016-11-14;-0,00291690;0,00078550;-0,00370240
2016-11-15;0,00781249;0,00780253;0,00000996
2016-11-16;0,00098627;-0,00187811;0,00286437
2016-11-17;0,00148481;0,00514066;-0,00365586
2016-11-18;-0,00035521;-0,00223713;0,00188192
2016-11-21;0,00146755;0,00755078;-0,00608324
2016-11-22;0,00204672;0,00195356;0,00009316
2016-11-23;-0,00628269;0,00054363;-0,00682633
2016-11-25;0,00107060;0,00371583;-0,00264523
2016-11-28;0,00276673;-0,00469478;0,00746151
2016-11-29;-0,00220301;0,00195007;-0,00415307
2016-11-30;-0,00580578;-0,00239897;-0,00340681
2016-12-01;-0,00888347;-0,00367553;-0,00520793
2016-12-02;-0,00017375;0,00050100;-0,00067476
2016-12-05;0,00237033;0,00600886;-0,00363854
2016-12-06;0,00106849;0,00316738;-0,00209889
2016-12-07;0,00996964;0,01308045;-0,00311080
2016-12-08;0,00408174;0,00244907;0,00163267
2016-12-09;0,00028350;0,00604020;-0,00575671
2016-12-12;-0,00205995;-0,00114796;-0,00091200
2016-12-13;0,00447508;0,00667437;-0,00219929
2016-12-14;-0,00492547;-0,00825422;0,00332875
2016-12-15;0,00341744;0,00411723;-0,00069979
2016-12-16;-0,00313388;-0,00195615;-0,00117773
2016-12-19;0,00514695;0,00217753;0,00296941
2016-12-20;0,00156499;0,00385756;-0,00229257
2016-12-21;-0,00074084;-0,00278250;0,00204166
2016-12-22;-0,00090495;-0,00172754;0,00082259
2016-12-23;0,00218379;0,00146417;0,00071961
2016-12-28;0,00141613;-0,00826459;0,00968072
2016-12-29;0,00189357;-0,00022251;0,00211608
2016-12-30;-0,00403983;-0,00365528;-0,00038455
2017-01-03;0,00530227;0,00765002;-0,00234776
2017-01-04;0,00354412;0,00594955;-0,00240542
2017-01-05;0,00179014;-0,00079460;0,00258474
2017-01-06;0,00345496;0,00357797;-0,00012301
2017-01-09;0,00492341;-0,00330100;0,00822441
2017-01-10;0,00151302;0,00000000;0,00151302
2017-01-11;0,00190149;0,00282589;-0,00092440
2017-01-12;-0,00192918;-0,00250990;0,00058071
2017-01-13;0,00442943;0,00229579;0,00213363
2017-01-17;-0,00336301;-0,00352387;0,00016085
2017-01-18;-0,00040736;0,00221021;-0,00261757
2017-01-19;-0,00104858;-0,00370466;0,00265609
2017-01-20;0,00251226;0,00367412;-0,00116186
2017-01-23;-0,00239346;-0,00260234;0,00020888
2017-01-24;0,00121742;0,00641192;-0,00519450
2017-01-25;0,00205476;0,00865560;-0,00660084
2017-01-26;-0,00261517;-0,00104552;-0,00156965
2017-01-27;0,00184073;-0,00156969;0,00341041
2017-01-30;-0,00337110;-0,00620179;0,00283068
2017-01-31;0,00054766;-0,00008791;0,00063558
2017-02-01;0,00063503;0,00039545;0,00023958
2017-02-02;0,00377980;0,00065926;0,00312054
2017-02-03;0,00511666;0,00689274;-0,00177608
2017-02-06;0,00334201;-0,00178764;0,00512966
2017-02-07;-0,00017108;0,00004350;-0,00021457
2017-02-08;0,00076765;0,00131045;-0,00054280
2017-02-09;0,00093948;0,00593253;-0,00499306
2017-02-10;0,00274456;0,00394617;-0,00120160
2017-02-13;0,00114341;0,00544293;-0,00429952
2017-02-14;0,00148002;0,00399517;-0,00251514
2017-02-15;0,00381071;0,00522027;-0,00140956
2017-02-16;0,00123093;-0,00085132;0,00208225
2017-02-17;0,00134095;0,00157644;-0,00023550
2017-02-21;0,00220549;0,00595494;-0,00374945
2017-02-22;0,00089107;-0,00088770;0,00177877
2017-02-23;0,00003104;0,00067709;-0,00064605
2017-02-24;0,00239212;0,00126896;0,00112316
2017-02-27;0,00009314;0,00156284;-0,00146970
2017-02-28;-0,00022195;-0,00269911;0,00247716
2017-03-01;0,00904312;0,01399733;-0,00495421
2017-03-02;-0,00462787;-0,00629721;0,00166935
2017-03-03;0,00035291;0,00062935;-0,00027644
2017-03-06;-0,00219702;-0,00297791;0,00078089
2017-03-07;-0,00095704;-0,00298696;0,00202992
2017-03-08;-0,00029006;-0,00185622;0,00156615
2017-03-09;-0,00166386;0,00126817;-0,00293202
2017-03-10;0,00326740;0,00350404;-0,00023665
2017-03-13;-0,00110649;0,00050483;-0,00161131
2017-03-14;-0,00126073;-0,00382653;0,00256579
2017-03-15;0,00587642;0,00865336;-0,00277694
2017-03-16;0,00037189;-0,00196691;0,00233879
2017-03-17;0,00031629;-0,00175628;0,00207257
2017-03-20;0,00154680;-0,00109665;0,00264345
2017-03-21;-0,00674855;-0,01283959;0,00609104
2017-03-22;0,00110635;0,00235288;-0,00124653
2017-03-23;-0,00064110;-0,00106697;0,00042587
2017-03-24;0,00105990;-0,00072647;0,00178637
2017-03-27;-0,00176233;-0,00102627;-0,00073606
2017-03-28;0,00441234;0,00727704;-0,00286470
2017-03-29;0,00361984;0,00093473;0,00268510
2017-03-30;-0,00180811;0,00318425;-0,00499236
2017-03-31;-0,00130100;-0,00232754;0,00102654
2017-04-03;0,00005374;-0,00173921;0,00179295
2017-04-04;0,00182044;0,00063722;0,00118322
2017-04-05;-0,00055038;-0,00297266;0,00242228
2017-04-06;-0,00190073;0,00281088;-0,00471160
2017-04-07;0,00184602;-0,00101908;0,00286510
2017-04-10;-0,00039630;0,00059520;-0,00099150
2017-04-11;-0,00102397;-0,00118961;0,00016564
2017-04-12;0,00108817;-0,00438200;0,00547017
2017-04-13;-0,00058412;-0,00649485;0,00591073
2017-04-18;-0,00318268;-0,00298427;-0,00019841
2017-04-19;-0,00273206;-0,00183859;-0,00089347
2017-04-20;0,00297292;0,00813891;-0,00516599
2017-04-21;0,00112622;-0,00318681;0,00431303
2017-04-24;0,00576224;0,01099797;-0,00523573
2017-04-25;-0,00037921;0,00581868;-0,00619789
2017-04-26;0,00168305;-0,00062877;0,00231182
2017-04-27;-0,00259765;0,00083859;-0,00343624
2017-04-28;0,00087469;-0,00217923;0,00305393
2017-05-02;0,00175546;0,00037704;0,00137842
2017-05-03;-0,00391368;-0,00121456;-0,00269912
2017-05-04;-0,00136120;0,00117402;-0,00253522
2017-05-05;0,00105360;0,00393711;-0,00288350
2017-05-08;0,00131805;-0,00016700;0,00148505
2017-05-09;-0,00062331;-0,00091788;0,00029457
2017-05-10;0,00123221;0,00179582;-0,00056360
2017-05-11;0,00048039;-0,00204281;0,00252320
2017-05-12;0,00231184;-0,00167091;0,00398274
2017-05-15;0,00318629;0,00552376;-0,00233748
2017-05-16;0,00280063;-0,00091580;0,00371643
2017-05-17;-0,00677597;-0,01774401;0,01096804
2017-05-18;-0,00260228;0,00402861;-0,00663088
2017-05-19;0,00457627;0,00650403;-0,00192776
2017-05-22;0,00472559;0,00507742;-0,00035183
2017-05-23;-0,00016051;0,00221270;-0,00237321
2017-05-24;0,00320418;0,00233283;0,00087135
2017-05-25;0,00290410;0,00477944;-0,00187534
2017-05-26;0,00509829;-0,00020644;0,00530473
2017-05-30;-0,00181540;-0,00086922;-0,00094618
2017-05-31;-0,00016604;-0,00024830;0,00008226
2017-06-01;0,00217436;0,00795231;-0,00577795
2017-06-02;0,00657331;0,00332862;0,00324469
2017-06-05;-0,00034952;-0,00073734;0,00038782
2017-06-06;0,00214351;-0,00319689;0,00534040
2017-06-07;-0,00195610;0,00185009;-0,00380620
2017-06-08;-0,00064673;0,00049264;-0,00113937
2017-06-09;-0,00328670;-0,00151758;-0,00176912
2017-06-12;-0,00247498;-0,00020562;-0,00226936
2017-06-13;0,00230636;0,00488992;-0,00258356
2017-06-14;-0,00336873;-0,00126781;-0,00210092
2017-06-15;-0,00392038;-0,00192435;-0,00199603
2017-06-16;-0,00043859;0,00021849;-0,00065708
2017-06-19;0,00602231;0,00832529;-0,00230297
2017-06-20;-0,00134862;-0,00674395;0,00539533
2017-06-21;0,00019978;-0,00024723;0,00044700
2017-06-22;0,00175413;-0,00045280;0,00220694
2017-06-23;0,00105923;0,00119419;-0,00013497
2017-06-26;-0,00321009;0,00065834;-0,00386843
2017-06-27;-0,00479851;-0,00805646;0,00325795
2017-06-28;0,00095910;0,00895072;-0,00799162
2017-06-29;-0,00909573;-0,00878905;-0,00030668
2017-06-30;-0,00158125;0,00186447;-0,00344572
2017-07-03;-0,00304693;0,00169567;-0,00474261
2017-07-05;0,00335749;0,00231211;0,00104538
2017-07-06;-0,00479997;-0,00914467;0,00434469
2017-07-07;0,00257336;0,00648528;-0,00391192
2017-07-10;0,00342311;0,00107387;0,00234925
2017-07-11;0,00083592;-0,00074262;0,00157854
2017-07-12;0,00686135;0,00751465;-0,00065330
2017-07-13;-0,00050054;0,00168017;-0,00218071
2017-07-14;0,00206180;0,00466415;-0,00260235
2017-07-17;0,00264498;-0,00012183;0,00276680
2017-07-18;0,00309979;0,00052928;0,00257051
2017-07-19;0,00206554;0,00541416;-0,00334863
2017-07-20;0,00307818;0,00044533;0,00263285
2017-07-21;0,00134447;-0,00089040;0,00223487
2017-07-24;-0,00084174;-0,00024314;-0,00059860
2017-07-25;-0,00012365;0,00243110;-0,00255475
2017-07-26;0,00243051;0,00004023;0,00239027
2017-07-27;-0,00131149;-0,00092951;-0,00038198
2017-07-28;-0,00052074;-0,00117299;0,00065225
2017-07-31;-0,00192528;-0,00056734;-0,00135794
2017-08-01;0,00154425;0,00222898;-0,00068472
2017-08-02;-0,00049429;0,00048512;-0,00097942
2017-08-03;0,00211613;-0,00193984;0,00405597
2017-08-04;0,00138378;0,00182233;-0,00043855
2017-08-07;0,00200741;0,00185918;0,00014824
2017-08-08;0,00164742;-0,00246111;0,00410853
2017-08-09;-0,00044767;-0,00004019;-0,00040749
2017-08-10;-0,00516563;-0,01411554;0,00894991
2017-08-11;0,00130300;0,00147699;-0,00017398
2017-08-14;0,00578684;0,00991316;-0,00412633
2017-08-15;0,00103473;-0,00012163;0,00115636
2017-08-16;0,00355507;0,00174439;0,00181067
2017-08-17;-0,00626162;-0,01559109;0,00932947
2017-08-18;-0,00197449;-0,00156296;-0,00041154
2017-08-21;-0,00096165;0,00078281;-0,00174446
2017-08-22;0,00660442;0,01045690;-0,00385249
2017-08-23;0,00126276;-0,00358533;0,00484809
2017-08-24;-0,00175515;-0,00233067;0,00057552
2017-08-25;0,00022446;0,00233611;-0,00211166
2017-08-29;0,00270885;0,00114483;0,00156402
2017-08-30;0,00329316;0,00473763;-0,00144447
2017-08-31;0,00696417;0,00601627;0,00094790
2017-09-01;-0,00053229;0,00141394;-0,00194623
2017-09-05;-0,00255489;-0,00718197;0,00462708
2017-09-06;-0,00163621;0,00341362;-0,00504983
2017-09-07;0,00366951;-0,00012138;0,00379089
2017-09-08;-0,00407378;-0,00117441;-0,00289937
2017-09-11;0,00271407;0,01066581;-0,00795174
2017-09-12;0,00046761;0,00337068;-0,00290307
2017-09-13;-0,00099114;0,00047983;-0,00147096
2017-09-14;-0,00371819;-0,00031966;-0,00339853
2017-09-15;-0,00374573;0,00134603;-0,00509176
2017-09-18;0,00031995;0,00212702;-0,00180708
2017-09-19;0,00199551;0,00100109;0,00099442
2017-09-20;-0,00341123;0,00036013;-0,00377136
2017-09-21;-0,00371106;-0,00267943;-0,00103163
2017-09-22;0,00176936;0,00020041;0,00156895
2017-09-25;-0,00104972;-0,00204456;0,00099484
2017-09-26;-0,00070146;0,00060235;-0,00130381
2017-09-27;0,00144642;0,00389458;-0,00244816
2017-09-28;0,00077851;0,00119965;-0,00042115
2017-09-29;0,00305221;0,00351503;-0,00046282
2017-10-02;0,00214608;0,00433883;-0,00219274
2017-10-03;0,00205477;0,00214010;-0,00008534
2017-10-04;0,00026677;0,00118632;-0,00091955
2017-10-05;0,00541004;0,00592513;-0,00051509
2017-10-06;0,00291191;-0,00113863;0,00405054
2017-10-09;0,00136109;-0,00165131;0,00301240
2017-10-10;-0,00030153;0,00263832;-0,00293985
2017-10-11;0,00249822;0,00157072;0,00092751
2017-10-12;0,00033831;-0,00148968;0,00182799
2017-10-13;0,00138241;0,00121734;0,00016507
2017-10-16;-0,00007580;0,00133344;-0,00140924
2017-10-17;0,00013957;0,00070539;-0,00056582
2017-10-18;0,00019750;0,00097849;-0,00078099
2017-10-19;-0,00024223;0,00027354;-0,00051576
2017-10-20;0,00129712;0,00516048;-0,00386336
2017-10-23;-0,00029778;-0,00388913;0,00359135
2017-10-24;0,00078236;0,00175680;-0,00097444
2017-10-25;-0,00603141;-0,00495011;-0,00108130
2017-10-26;0,00227164;0,00129259;0,00097905
2017-10-27;0,01081481;0,00817659;0,00263822
2017-10-30;-0,00088855;-0,00372545;0,00283690
2017-10-31;-0,00004780;0,00155823;-0,00160602
2017-11-01;0,00182547;0,00132197;0,00050351
2017-11-02;0,00441462;0,00038835;0,00402627
2017-11-03;0,00137354;0,00333885;-0,00196531
2017-11-06;0,00183122;0,00154764;0,00028358
2017-11-07;-0,00112918;-0,00069562;-0,00043357
2017-11-08;0,00359178;0,00170112;0,00189066
2017-11-09;-0,00348110;-0,00362785;0,00014675
2017-11-10;-0,00383057;-0,00030985;-0,00352072
2017-11-13;0,00215949;0,00092984;0,00122965
2017-11-14;-0,00077393;-0,00232247;0,00154854
2017-11-15;-0,00443173;-0,00500532;0,00057359
2017-11-16;0,00539408;0,00850102;-0,00310694
2017-11-17;-0,00028882;-0,00293869;0,00264988
2017-11-20;-0,00174074;0,00170640;-0,00344713
2017-11-21;0,00565693;0,00654295;-0,00088602
2017-11-22;0,00046601;-0,00088454;0,00135056
2017-11-24;0,00129361;0,00230948;-0,00101588
2017-11-27;0,00041166;-0,00049921;0,00091087
2017-11-28;0,00404156;0,01014466;-0,00610309
2017-11-29;-0,01169703;-0,00060849;-0,01108855
2017-11-30;0,00070527;0,00875490;-0,00804963
2017-12-01;-0,00312463;-0,00207533;-0,00104930
2017-12-04;-0,00178589;-0,00120992;-0,00057597
2017-12-05;-0,00198117;-0,00359653;0,00161536
2017-12-06;0,00119372;0,00018977;0,00100395
2017-12-07;-0,00115547;0,00315324;-0,00430871
2017-12-08;0,00341918;0,00545296;-0,00203377
2017-12-11;0,00317864;0,00301324;0,00016540
2017-12-12;0,00196380;0,00176469;0,00019911
2017-12-13;0,00140835;-0,00011250;0,00152085
2017-12-14;-0,00275062;-0,00408613;0,00133550
2017-12-15;0,00652974;0,00832744;-0,00179769
2017-12-18;0,00447806;0,00634096;-0,00186291
2017-12-19;-0,00129989;-0,00384014;0,00254024
2017-12-20;-0,00148730;-0,00052435;-0,00096295
2017-12-21;0,00193077;0,00205996;-0,00012919
2017-12-22;0,00054272;-0,00026164;0,00080436
2017-12-27;0,00079041;0,00048665;0,00030377
2017-12-28;0,00064942;0,00205727;-0,00140785
2017-12-29;-0,00036672;-0,00377018;0,00340347
2018-01-02;0,00464012;0,00715721;-0,00251709
2018-01-03;0,00530312;0,00632489;-0,00102178
2018-01-04;0,00464297;0,00421526;0,00042771
2018-01-05;0,00355379;0,00666396;-0,00311017
2018-01-08;0,00164057;0,00182842;-0,00018785
2018-01-09;0,00033371;0,00226335;-0,00192964
2018-01-10;-0,00146176;-0,00152962;0,00006785
2018-01-11;0,00230998;0,00729629;-0,00498630
2018-01-12;0,00429776;0,00651822;-0,00222047
2018-01-16;-0,00141959;-0,00341771;0,00199812
2018-01-17;0,00149215;0,00953155;-0,00803941
2018-01-18;-0,00088870;-0,00168078;0,00079208
2018-01-19;0,00317407;0,00454965;-0,00137559
2018-01-22;0,00237763;0,00813069;-0,00575306
2018-01-23;0,00422016;0,00212255;0,00209760
2018-01-24;-0,00386208;-0,00038837;-0,00347371
2018-01-25;-0,00330920;0,00042412;-0,00373332
2018-01-26;0,00868801;0,01157755;-0,00288954
2018-01-29;-0,00270471;-0,00663008;0,00392537
2018-01-30;-0,00751578;-0,01025651;0,00274073
2018-01-31;0,00170667;0,00049633;0,00121033
2018-02-01;0,00022242;-0,00113509;0,00135752
2018-02-02;-0,01302001;-0,02176993;0,00874992
2018-02-05;-0,01450204;-0,04182232;0,02732028
2018-02-06;-0,00373716;0,01970209;-0,02343925
2018-02-07;0,00335392;-0,00542482;0,00877874
2018-02-08;-0,01994706;-0,03750896;0,01756190
2018-02-09;0,00404974;0,01502135;-0,01097161
2018-02-12;0,01189572;0,01468459;-0,00278888
2018-02-13;0,00060161;0,00248753;-0,00188592
2018-02-14;0,01149859;0,01349622;-0,00199764
2018-02-15;0,00709576;0,01275992;-0,00566415
2018-02-16;0,00246061;0,00029328;0,00216733
2018-02-20;-0,00301789;-0,00626117;0,00324327
2018-02-21;-0,00195341;-0,00497431;0,00302091
2018-02-22;0,00139180;0,00129606;0,00009575
2018-02-23;0,00522179;0,01593935;-0,01071756
2018-02-26;0,00929987;0,01161202;-0,00231216
2018-02-27;-0,00498996;-0,01248606;0,00749610
2018-02-28;-0,00222660;-0,01013018;0,00790359
2018-03-01;-0,00878001;-0,01454092;0,00576091
2018-03-02;-0,00069657;0,00515474;-0,00585131
2018-03-05;0,00503980;0,01155798;-0,00651818
2018-03-06;0,00404889;0,00253527;0,00151362
2018-03-07;0,00002395;-0,00036662;0,00039058
2018-03-08;0,00402292;0,00483892;-0,00081599
2018-03-09;0,00802614;0,01740243;-0,00937629
2018-03-12;0,00209785;-0,00125494;0,00335279
2018-03-13;-0,00609486;-0,00646275;0,00036789
2018-03-14;-0,00127414;-0,00513162;0,00385748
2018-03-15;-0,00084992;-0,00108951;0,00023960
2018-03-16;-0,00070043;0,00108425;-0,00178469
2018-03-19;-0,01154385;-0,01353044;0,00198659
2018-03-20;0,00009820;0,00170121;-0,00160300
