year,1,2,3,4,5,6,7,8,9,10,11,12
2019,0.028673,0.008648,0.001710,0.006941,0.000032,0.061978,0.011888,0.040175,-0.015329,0.015034,-0.011199,0.026721
2020,0.024714,-0.016966,-0.018563,0.062017,0.023941,0.017512,0.039642,0.012644,-0.016134,-0.010369,0.012200,0.029943
2021,-0.013560,-0.015112,0.007136,0.022677,0.020695,-0.009913,0.012616,0.007619,-0.028336,0.022901,0.004505,0.015649
2022,-0.019424,0.011491,0.020666,-0.022766,-0.015411,-0.041183,0.008398,-0.018577,-0.030476,0.012695,0.054399,0.006667
2023,0.048326,-0.022224,0.037496,0.003922,0.005212,-0.001132,0.019274,-0.006300,-0.018742,0.015120,0.030235,0.016101
2024,-0.001410,0.014986,0.036640,-0.000980,0.018131,0.027476,0.011124,0.006753,0.018171,0.021957,0.022565,-0.006671
2025,0.037010,-0.007456,0.023560,0.013207,0.018183,0.015260,0.009907,0.018954,0.049008,0.041309,-0.005580,0.008471
2026,0.069336,0.009886,-0.049297,0.058064,0.078842,-0.026113,,,,,,
