line,label,beta_spy,alpha_ann_vs_spy,r2_capm,corr_spy,systematic_share_capm,idio_vol_ann_capm,r2_basket_4etf,residual_vol_ann_basket,note
static_bh_2016_2026,"Static B&H 25% EW (nb04 10y, in-sample)",0.60468338,0.09744390,0.70245082,0.83812339,0.70245082,0.08506263,0.98489845,0.01915645,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
static_bh_2014_2024,Static B&H 25% EW (walk-forward window),0.61791319,0.07960114,0.76567444,0.87502825,0.76567444,0.07073867,0.97953906,0.02083325,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
factor_pit_v1,PIT recall-guarded factor (deployable),0.22154800,0.10349653,0.30118825,0.54880620,0.30118825,0.08126098,0.92739146,0.02612925,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
factor_nonpit_diag,Non-PIT recall-enabled (DIAGNOSTIC),0.24105761,0.12079344,0.34747471,0.58946985,0.34747471,0.07957221,0.93777433,0.02461499,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
factor_pit_v2,"PIT factor, rejected prompt v2",0.21211293,0.12180688,0.29359841,0.54184722,0.29359841,0.07922628,0.91425817,0.02765750,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
baseline,Baseline HRP+momentum,0.20965620,-0.03411714,0.28716407,0.53587692,0.28716407,0.07956903,0.41310666,0.07250818,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
track_a_llm,Track A (LLM directional),0.27189146,0.12533087,0.32779159,0.57253086,0.32779159,0.09375726,0.98437322,0.01427737,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
track_a_steered,Track A memory-guarded,0.27455006,0.13466573,0.33308400,0.57713430,0.33308400,0.09358015,0.98365181,0.01463216,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
track_b,Track B (MC/Nash),0.53327556,0.04329855,0.66519708,0.81559615,0.66519708,0.09113344,0.74522579,0.07959093,"basket R2 ~ 1: single-name idiosyncratic risk is diversified inside the ETF wrappers; residual on dynamic lines is allocation-timing, not stock-picking"
