line,label,start,end,n_days,total_return,cagr,ann_vol,sharpe,sortino,calmar,max_drawdown,max_dd_peak,max_dd_trough,max_dd_recovered,skew,excess_kurtosis,var_95_daily,cvar_95_daily,best_day,worst_day,positive_day_rate,best_month,worst_month,crisis_2022_return,crisis_2022_max_dd,ssr,mean_rolling_sharpe,nw_sigma_hac,nw_bandwidth_L,ssr_verdict
factor_pit_ext2026,"PIT recall-guarded factor, extended to 2026-06",2016-01-05,2026-06-30,2587,2.01985393,0.16867857,0.10837193,1.49283736,2.16196080,1.47895507,-0.11405253,2020-02-21,2020-03-19,2020-04-14,-0.19213588,30.21759061,-0.00763247,-0.01264158,0.07882828,-0.06705787,0.56049478,0.06529239,-0.04639220,-0.03541049,-0.11285113,0.13120514,1.25567565,9.57032382,155,"SSR=0.13: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim"
factor_nonpit_diag_ext2026,"Non-PIT DIAGNOSTIC, extended to 2026-06",2016-01-05,2026-06-30,2587,2.17815500,0.17713030,0.10560998,1.59733022,2.32209440,1.60151579,-0.11060165,2020-02-21,2020-03-19,2020-05-12,-0.23015901,13.27141415,-0.00777266,-0.01279853,0.05954149,-0.04881929,0.56126788,0.06733536,-0.05458387,-0.03585065,-0.10116655,0.13426322,1.37842353,10.26657621,155,"SSR=0.13: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim"
baseline_ext2026,"Baseline HRP+momentum, extended to 2026-06",2016-01-05,2026-06-30,2587,0.22419337,0.02893982,0.06191226,0.49174131,0.70183378,0.18003365,-0.16074675,2021-12-29,2022-05-18,2025-10-08,0.30194633,28.49837697,-0.00182172,-0.00833047,0.02977797,-0.02805098,0.68689602,0.04585148,-0.06055279,-0.12282029,-0.15544658,0.08391243,6.98332461,83.22158010,155,"SSR=0.08: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim"
track_b_ext2026,"Track B (MC/Nash), extended to 2026-06",2017-02-01,2026-06-30,2320,1.91357451,0.18313843,0.15588303,1.15708813,1.64171110,0.74334695,-0.24637006,2020-02-19,2020-03-23,2020-06-23,-0.19222298,22.05080552,-0.01129346,-0.01984036,0.09239609,-0.07396057,0.57025862,0.09335497,-0.07144348,-0.13462808,-0.18122300,0.10060534,1.16540967,11.58397462,149,"SSR=0.10: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim"
