ann_vol;cagr;calmar;cash_benchmark_id;currency_basis;downside_rms;end;endpoint_total_return_difference;maxdd;n_obs;periods_per_year;portfolio_id;return_basis;schema;sharpe;sortino;source;ssr_L_hac;ssr_alpha;ssr_block_len;ssr_mean_rolling_sr;ssr_n_boot;ssr_n_obs;ssr_n_rolling;ssr_p_value;ssr_p_value_lower;ssr_periods_per_year;ssr_seed;ssr_sigma_hac;ssr_sr_full;ssr_sr_star;ssr_ssr;ssr_window;start;total_return;window_label
0,03519360;0,02242770;0,43720736;not_applicable_direct_daily_spread;legacy_mixed_local_quotes;0,00153561;2026-06-30;0,44930134;-0,05129762;1845;252;factor_nonpit_minus_pit_ext2026;direct_daily_return_spread_nonpit_minus_pit;portfolio_metrics.differential.v2;0,66243519;0,95637147;scripts/extend_stream_2026.py:factor_nonpit_diagnostic_equity_ext2026.parquet-scripts/extend_stream_2026.py:factor_equity_ext2026.parquet;137;0,05000000;16;0,85804216;1000;1845;1594;0,04795205;0,95304695;252;0;7,04094664;0,66243519;0,00000000;0,12186460;252;2019-01-03;0,18074344;2019-01-03..2026-06-30
