date,p_memorized,parse_ok,steered,conviction
2016-01-04 00:00:00,0.72514613,True,True,0.88782036
2016-02-01 00:00:00,0.61050598,True,True,0.68820055
2016-03-01 00:00:00,0.60099249,True,True,0.80498447
2016-04-01 00:00:00,0.71056870,True,True,0.94471160
2016-05-02 00:00:00,0.90676296,True,True,0.75161160
2016-06-01 00:00:00,,False,False,
2016-07-01 00:00:00,0.80302996,True,True,0.72516205
2016-08-01 00:00:00,,False,False,
2016-09-01 00:00:00,0.66083295,True,True,0.57792733
2016-10-03 00:00:00,0.62183989,True,True,0.53710334
2016-11-01 00:00:00,0.76259764,True,True,0.53143203
2016-12-01 00:00:00,,False,False,
2017-01-03 00:00:00,0.81717058,True,True,0.78559532
2017-02-01 00:00:00,0.31396222,True,True,0.60497934
2017-03-01 00:00:00,0.96193511,True,True,0.73586684
2017-04-03 00:00:00,0.93581928,True,True,0.67823300
2017-05-01 00:00:00,0.92905073,True,True,0.61644140
2017-06-01 00:00:00,0.95735255,True,True,0.91843345
2017-07-03 00:00:00,,False,False,
2017-08-01 00:00:00,0.98612233,True,True,0.78293039
2017-09-01 00:00:00,0.58525256,True,True,0.81062939
2017-10-02 00:00:00,0.59181788,True,True,0.75365775
2017-11-01 00:00:00,0.95873740,True,True,0.78866977
2017-12-01 00:00:00,0.55413265,True,True,0.91214034
2018-01-02 00:00:00,0.72227058,True,True,0.94762862
2018-02-01 00:00:00,0.94942277,True,True,0.71414284
2018-03-01 00:00:00,0.67366186,True,True,0.76681158
2018-04-02 00:00:00,0.83699951,True,True,0.57996552
2018-05-01 00:00:00,0.72526239,True,True,0.71414284
2018-06-01 00:00:00,0.78373201,True,True,0.68556546
2018-07-02 00:00:00,0.81210782,True,True,0.81855971
2018-08-01 00:00:00,0.96470885,True,True,0.70892877
2018-09-03 00:00:00,0.41893809,True,True,0.85684304
2018-10-01 00:00:00,0.71869477,True,True,0.78740079
2018-11-01 00:00:00,0.41842341,True,True,0.68556546
2018-12-03 00:00:00,0.55070949,True,True,0.65784497
2019-01-02 00:00:00,0.62460401,True,True,0.84083292
2019-02-01 00:00:00,0.67300639,True,True,0.69439182
2019-03-01 00:00:00,0.89309922,True,True,0.64187226
2019-04-01 00:00:00,0.66317368,True,True,0.60149813
2019-05-01 00:00:00,0.66351016,True,True,0.77254126
2019-06-03 00:00:00,0.56758252,True,True,0.63718129
2019-07-01 00:00:00,0.96644711,True,True,0.50793700
2019-08-01 00:00:00,,False,False,
2019-09-02 00:00:00,0.68191206,True,True,0.80653580
2019-10-01 00:00:00,0.92908999,True,True,0.53851648
2019-11-01 00:00:00,0.73907232,True,True,0.63600314
2019-12-02 00:00:00,,False,False,
2020-01-02 00:00:00,,False,False,
2020-02-03 00:00:00,0.42910456,True,True,0.83565543
2020-03-02 00:00:00,,False,False,
2020-04-01 00:00:00,0.69341211,True,True,0.69127419
2020-05-01 00:00:00,0.74430708,True,True,0.86970110
2020-06-01 00:00:00,0.72372537,True,True,0.72625065
2020-07-01 00:00:00,0.61813663,True,True,0.78124260
2020-08-03 00:00:00,0.54248043,True,True,0.54400368
2020-09-01 00:00:00,0.45052104,True,True,0.32790242
2020-10-01 00:00:00,0.57152751,True,True,0.36671515
2020-11-02 00:00:00,0.72457035,True,True,0.50000000
2020-12-01 00:00:00,0.97923081,True,True,0.46316304
2021-01-04 00:00:00,0.63915925,True,True,0.57103415
2021-02-01 00:00:00,0.54063676,True,True,0.61854668
2021-03-01 00:00:00,0.66098023,True,True,0.74966659
2021-04-01 00:00:00,0.00000000,True,True,0.71480067
2021-05-03 00:00:00,0.94284173,True,True,0.76681158
2021-06-01 00:00:00,0.89068785,True,True,0.64691576
2021-07-01 00:00:00,0.66250283,True,True,0.55585969
2021-08-02 00:00:00,0.58101548,True,True,0.71414284
2021-09-01 00:00:00,0.96886567,True,True,0.70142712
2021-10-01 00:00:00,0.54454407,True,True,0.71278328
2021-11-01 00:00:00,0.52540224,True,True,0.71414284
2021-12-01 00:00:00,0.34736738,True,True,0.53712196
2022-01-03 00:00:00,0.67230014,True,True,0.77491935
2022-02-01 00:00:00,0.63117652,True,True,0.52057660
2022-03-01 00:00:00,,False,False,
2022-04-01 00:00:00,0.93865663,True,True,0.73484692
2022-05-02 00:00:00,0.82580961,True,True,0.74263046
2022-06-01 00:00:00,0.96356488,True,True,0.63512204
2022-07-01 00:00:00,0.68703436,True,True,0.92195445
2022-08-01 00:00:00,0.83006090,True,True,0.83785440
2022-09-01 00:00:00,0.74173978,True,True,0.81884064
2022-10-03 00:00:00,0.80281533,True,True,1.00000000
2022-11-01 00:00:00,0.57715850,True,True,0.70710678
2022-12-01 00:00:00,0.62293527,True,True,0.59497899
2023-01-03 00:00:00,0.43919081,True,True,0.85790442
2023-02-01 00:00:00,0.86388839,True,True,0.65135244
2023-03-01 00:00:00,,False,False,
2023-04-03 00:00:00,0.60557081,True,True,0.58991525
2023-05-01 00:00:00,0.70245218,True,True,0.60300912
2023-06-01 00:00:00,0.59175009,True,True,0.60314177
2023-07-03 00:00:00,0.58645943,True,True,0.65726707
2023-08-01 00:00:00,0.69578544,True,True,0.76925938
2023-09-01 00:00:00,0.57140736,True,True,0.44102154
2023-10-02 00:00:00,0.72429564,True,True,0.52583267
2023-11-01 00:00:00,0.72053689,True,True,0.43298961
2023-12-01 00:00:00,0.87482770,True,True,0.56632146
2024-01-02 00:00:00,0.68035745,True,True,0.76863515
2024-02-01 00:00:00,0.45309305,True,True,0.59539903
2024-03-01 00:00:00,0.92720653,True,True,0.81193596
2024-04-01 00:00:00,0.93634068,True,True,0.75928914
2024-05-01 00:00:00,0.56581004,True,True,0.80233410
2024-06-03 00:00:00,0.58284406,True,True,0.73695319
2024-07-01 00:00:00,0.84841556,True,True,0.75001333
2024-08-01 00:00:00,0.68372509,True,True,0.58036196
2024-09-02 00:00:00,0.98330778,True,True,0.56920998
2024-10-01 00:00:00,0.70353025,True,True,0.64356818
2024-11-01 00:00:00,0.63079925,True,True,0.60481402
2024-12-02 00:00:00,0.95260811,True,True,0.61644140
2025-01-02 00:00:00,0.85252910,True,True,0.63981247
2025-02-03 00:00:00,0.56643783,True,True,0.55108983
2025-03-03 00:00:00,0.65883330,True,True,0.58544001
2025-04-01 00:00:00,0.79983576,True,True,0.44271887
2025-05-01 00:00:00,0.90465568,True,True,0.67663875
2025-06-02 00:00:00,0.86849878,True,True,0.56188967
2025-07-01 00:00:00,0.93423515,True,True,0.67293387
2025-08-01 00:00:00,0.58286023,True,True,0.58309519
2025-09-01 00:00:00,0.61337597,True,True,0.66513157
2025-10-01 00:00:00,0.60317520,True,True,0.63164864
2025-11-03 00:00:00,0.92961675,True,True,0.77899936
2025-12-01 00:00:00,0.63170961,True,True,0.75404244
2026-01-02 00:00:00,0.72865112,True,True,0.82753852
2026-02-02 00:00:00,0.70050879,True,True,0.76681158
2026-03-02 00:00:00,0.69727182,True,True,0.72188642
2026-04-01 00:00:00,0.60269324,True,True,0.52392748
2026-05-01 00:00:00,0.95702316,True,True,0.59539903
2026-06-01 00:00:00,0.85430595,True,True,0.48425200
