ann_vol_cal;cagr_rows;calmar_rows;cash_benchmark_id;currency_basis;downside_rms;end;maxdd;n_obs;periods_per_year;portfolio_id;return_basis;schema;sharpe_cal;sortino_cal;source;start;total_return;window_label
0,10405211;0,16987422;1,48943794;BIL@provisional_market_total_return_fx_2026-06-30_v1;legacy_mixed_local_quotes;0,00371492;2026-06-30;-0,11405257;2588;365;factor_pit_ext2026;adjusted_total_return_equity;portfolio_metrics.vectorbt365.v1;1,56079092;2,28822988;scripts/extend_stream_2026.py:factor_equity_ext2026.parquet;2016-01-04;2,04313638;2016-01-04..2026-06-30
0,10718048;0,19193972;1,55112477;BIL@provisional_market_total_return_fx_2026-06-30_v1;legacy_mixed_local_quotes;0,00387558;2026-06-30;-0,12374228;2588;365;factor_nonpit_diagnostic_ext2026;adjusted_total_return_equity;portfolio_metrics.vectorbt365.v1;1,69288794;2,45053365;scripts/extend_stream_2026.py:factor_nonpit_diagnostic_equity_ext2026.parquet;2016-01-04;2,47442701;2016-01-04..2026-06-30
