window,snapshot_id,base_currency,valuation_rule,requested_start,requested_end,actual_start,actual_end,n_obs,periods_per_year,source_dates_sha256,asset,quote_currency,quote_unit,mean_ann_arithmetic,vol_ann,cov_SWDA.L,cov_XLK,cov_IAU,cov_BIL
max,provisional_market_total_return_fx_2026-06-30_v1,USD,Friday 22:00 UTC; latest observation at or before cutoff; maximum staleness 3 calendar days,2009-09-25,2026-01-30,2009-10-02,2026-01-30,853,52.17750000,2065f38f826334af24ff25b8be518e5a1c1878ad7b3ad95097c717bd557826c9,SWDA.L,GBP,GBp,0.09813467,0.21225753,0.04505326,0.02450596,0.00327909,-0.00001119
max,provisional_market_total_return_fx_2026-06-30_v1,USD,Friday 22:00 UTC; latest observation at or before cutoff; maximum staleness 3 calendar days,2009-09-25,2026-01-30,2009-10-02,2026-01-30,853,52.17750000,2065f38f826334af24ff25b8be518e5a1c1878ad7b3ad95097c717bd557826c9,XLK,USD,USD,0.19465658,0.19821067,0.02450596,0.03928747,0.00322017,-0.00001527
max,provisional_market_total_return_fx_2026-06-30_v1,USD,Friday 22:00 UTC; latest observation at or before cutoff; maximum staleness 3 calendar days,2009-09-25,2026-01-30,2009-10-02,2026-01-30,853,52.17750000,2065f38f826334af24ff25b8be518e5a1c1878ad7b3ad95097c717bd557826c9,IAU,USD,USD,0.10662347,0.15459949,0.00327909,0.00322017,0.02390100,0.00003070
max,provisional_market_total_return_fx_2026-06-30_v1,USD,Friday 22:00 UTC; latest observation at or before cutoff; maximum staleness 3 calendar days,2009-09-25,2026-01-30,2009-10-02,2026-01-30,853,52.17750000,2065f38f826334af24ff25b8be518e5a1c1878ad7b3ad95097c717bd557826c9,BIL,USD,USD,0.01228617,0.00283589,-0.00001119,-0.00001527,0.00003070,0.00000804
