ann_vol;cagr;calmar;cash_benchmark_id;currency_basis;downside_rms;end;maxdd;n_obs;periods_per_year;portfolio_id;raw_market_model_beta;raw_market_model_end;raw_market_model_hac_maxlags;raw_market_model_intercept_ann_arithmetic;raw_market_model_intercept_native_period;raw_market_model_intercept_se_hac;raw_market_model_intercept_t_hac;raw_market_model_kind;raw_market_model_n_obs;raw_market_model_periods_per_year;raw_market_model_r2;raw_market_model_start;return_basis;row_kind;schema;sharpe;sortino;source;ssr_L_hac;ssr_alpha;ssr_block_len;ssr_mean_rolling_sr;ssr_n_boot;ssr_n_obs;ssr_n_rolling;ssr_p_value;ssr_p_value_lower;ssr_periods_per_year;ssr_seed;ssr_sigma_hac;ssr_sr_full;ssr_sr_star;ssr_ssr;ssr_window;start;total_return;window_label;endpoint_total_return_difference
0,08645791;0,11184467;0,98064137;BIL@provisional_market_total_return_fx_2026-06-30_v1;legacy_mixed_local_quotes;0,00371492;2026-06-30;-0,11405257;2588;252;factor_pit_ext2026;0,21350985;2026-06-30;5,00000000;0,07812667;0,00031003;0,00009049;3,42593002;raw_market_model;2588,00000000;252,00000000;0,19659344;2016-01-04;adjusted_total_return_equity;full;portfolio_metrics.reader.v2;1,05050546;1,52294936;scripts/extend_stream_2026.py:factor_equity_ext2026.parquet|market_snapshot:provisional_market_total_return_fx_2026-06-30_v1/cash_market_total_return.parquet#BIL@87a8f564aefb4534b692bf5cba693264639bfb88f44e4a32a18655bb7689f0b3|market_snapshot:provisional_market_total_return_fx_2026-06-30_v1/cash_market_total_return.parquet#SPY@87a8f564aefb4534b692bf5cba693264639bfb88f44e4a32a18655bb7689f0b3;155;0,05000000;1;0,96609121;1000;2588;2337;0,00099900;1,00000000;252;0;8,00043306;1,05050546;0,00000000;0,12075486;252;2016-01-04;2,04313638;2016-01-04..2026-06-30;
0,08905730;0,12597254;1,01802342;BIL@provisional_market_total_return_fx_2026-06-30_v1;legacy_mixed_local_quotes;0,00387558;2026-06-30;-0,12374228;2588;252;factor_nonpit_diagnostic_ext2026;0,23885522;2026-06-30;5,00000000;0,08723684;0,00034618;0,00009096;3,80585825;raw_market_model;2588,00000000;252,00000000;0,23188521;2016-01-04;adjusted_total_return_equity;full;portfolio_metrics.reader.v2;1,16732593;1,67197071;scripts/extend_stream_2026.py:factor_nonpit_diagnostic_equity_ext2026.parquet|market_snapshot:provisional_market_total_return_fx_2026-06-30_v1/cash_market_total_return.parquet#BIL@87a8f564aefb4534b692bf5cba693264639bfb88f44e4a32a18655bb7689f0b3|market_snapshot:provisional_market_total_return_fx_2026-06-30_v1/cash_market_total_return.parquet#SPY@87a8f564aefb4534b692bf5cba693264639bfb88f44e4a32a18655bb7689f0b3;155;0,05000000;1;1,12819116;1000;2588;2337;0,00099900;1,00000000;252;0;9,08933941;1,16732593;0,00000000;0,12412246;252;2016-01-04;2,47442701;2016-01-04..2026-06-30;
0,03232646;0,01242965;0,18538178;not_applicable_direct_daily_spread;legacy_mixed_local_quotes;0,00144101;2026-06-30;-0,06704895;2588;252;factor_nonpit_minus_pit_ext2026;;;;;;;;;;;;;direct_daily_return_spread_nonpit_minus_pit;;portfolio_metrics.differential.v2;0,40666621;0,57468211;scripts/extend_stream_2026.py:factor_nonpit_diagnostic_equity_ext2026.parquet-scripts/extend_stream_2026.py:factor_equity_ext2026.parquet;155;0,05000000;17;0,46858656;1000;2588;2337;0,08791209;0,91308691;252;0;10,23572329;0,40666621;0,00000000;0,04577953;252;2016-01-04;0,13841284;2016-01-04..2026-06-30;0,43129063
