ann_vol,cagr,calmar,cash_benchmark_id,currency_basis,downside_rms,end,endpoint_total_return_difference,maxdd,n_obs,periods_per_year,portfolio_id,return_basis,schema,sharpe,sortino,source,ssr_L_hac,ssr_alpha,ssr_block_len,ssr_mean_rolling_sr,ssr_n_boot,ssr_n_obs,ssr_n_rolling,ssr_p_value,ssr_p_value_lower,ssr_periods_per_year,ssr_seed,ssr_sigma_hac,ssr_sr_full,ssr_sr_star,ssr_ssr,ssr_window,start,total_return,window_label
0.03232646,0.01242965,0.18538178,not_applicable_direct_daily_spread,legacy_mixed_local_quotes,0.00144101,2026-06-30,0.43129063,-0.06704895,2588,252,factor_nonpit_minus_pit_ext2026,direct_daily_return_spread_nonpit_minus_pit,portfolio_metrics.differential.v2,0.40666621,0.57468211,scripts/extend_stream_2026.py:factor_nonpit_diagnostic_equity_ext2026.parquet-scripts/extend_stream_2026.py:factor_equity_ext2026.parquet,155,0.05000000,17,0.46858656,1000,2588,2337,0.08791209,0.91308691,252,0,10.23572329,0.40666621,0.00000000,0.04577953,252,2016-01-04,0.13841284,2016-01-04..2026-06-30
