date;p_memorized;fail_reason;segment;variant
2022-04-01;0,93865663;;replayed_v1;nonpit_diagnostic
2022-05-02;0,82580961;;replayed_v1;nonpit_diagnostic
2022-06-01;0,96356488;;replayed_v1;nonpit_diagnostic
2022-07-01;0,68703436;;replayed_v1;nonpit_diagnostic
2022-08-01;0,83006090;;replayed_v1;nonpit_diagnostic
2022-09-01;0,74173978;;replayed_v1;nonpit_diagnostic
2022-10-03;0,80281533;;replayed_v1;nonpit_diagnostic
2022-11-01;0,57715850;;replayed_v1;nonpit_diagnostic
2022-12-01;0,62293527;;replayed_v1;nonpit_diagnostic
2023-01-03;0,43919081;;replayed_v1;nonpit_diagnostic
2023-02-01;0,86388839;;replayed_v1;nonpit_diagnostic
2023-03-01;0,76756049;;replayed_v1;nonpit_diagnostic
2023-04-03;0,60557081;;replayed_v1;nonpit_diagnostic
2023-05-01;0,70245218;;replayed_v1;nonpit_diagnostic
2023-06-01;0,59175009;;replayed_v1;nonpit_diagnostic
2023-07-03;0,58645943;;replayed_v1;nonpit_diagnostic
2023-08-01;0,69578544;;replayed_v1;nonpit_diagnostic
2023-09-01;0,57140736;;replayed_v1;nonpit_diagnostic
2023-10-02;0,72429564;;replayed_v1;nonpit_diagnostic
2023-11-01;0,72053689;;replayed_v1;nonpit_diagnostic
2023-12-01;0,87482770;;replayed_v1;nonpit_diagnostic
2024-01-02;0,68035745;;replayed_v1;nonpit_diagnostic
2024-02-01;0,45309305;;replayed_v1;nonpit_diagnostic
2024-03-01;0,92720653;;replayed_v1;nonpit_diagnostic
2024-04-01;0,93634068;;replayed_v1;nonpit_diagnostic
2024-05-01;0,56581004;;replayed_v1;nonpit_diagnostic
2024-06-03;0,58284406;;replayed_v1;nonpit_diagnostic
2024-07-01;0,84841556;;replayed_v1;nonpit_diagnostic
2024-08-01;0,68372509;;replayed_v1;nonpit_diagnostic
2024-09-02;0,98330778;;replayed_v1;nonpit_diagnostic
2024-10-01;0,70353025;;replayed_v1;nonpit_diagnostic
2024-11-01;0,63079925;;replayed_v1;nonpit_diagnostic
2024-12-02;0,95260811;;replayed_v1;nonpit_diagnostic
2025-01-02;0,93197837;;live_ext2026;nonpit_diagnostic
2025-02-03;0,82849740;;live_ext2026;nonpit_diagnostic
2025-03-03;0,96994327;;live_ext2026;nonpit_diagnostic
2025-04-01;0,74766874;;live_ext2026;nonpit_diagnostic
2025-05-01;0,74794634;;live_ext2026;nonpit_diagnostic
2025-06-02;0,63587026;;live_ext2026;nonpit_diagnostic
2025-07-01;0,46072517;;live_ext2026;nonpit_diagnostic
2025-08-01;0,58898327;;live_ext2026;nonpit_diagnostic
2025-09-01;0,58614947;;live_ext2026;nonpit_diagnostic
2025-10-01;0,61366847;;live_ext2026;nonpit_diagnostic
2025-11-03;0,63812150;;live_ext2026;nonpit_diagnostic
2025-12-01;0,71007408;;live_ext2026;nonpit_diagnostic
2026-01-02;0,63917819;;live_ext2026;nonpit_diagnostic
2026-02-02;0,77295793;;live_ext2026;nonpit_diagnostic
2026-03-02;0,74608595;;live_ext2026;nonpit_diagnostic
2026-04-01;0,88103104;;live_ext2026;nonpit_diagnostic
2026-05-01;0,80328371;;live_ext2026;nonpit_diagnostic
2026-06-01;0,97204769;;live_ext2026;nonpit_diagnostic
