date;p_memorized;parse_ok;steered;conviction
2023-08-01 00:00:00;0,69578544;True;True;0,76925938
2023-09-01 00:00:00;0,57140736;True;True;0,44102154
2023-10-02 00:00:00;0,72429564;True;True;0,52583267
2023-11-01 00:00:00;0,72053689;True;True;0,43298961
2023-12-01 00:00:00;0,87482770;True;True;0,56632146
2024-01-02 00:00:00;0,68035745;True;True;0,76863515
2024-02-01 00:00:00;0,45309305;True;True;0,59539903
2024-03-01 00:00:00;0,92720653;True;True;0,81193596
2024-04-01 00:00:00;0,93634068;True;True;0,75928914
2024-05-01 00:00:00;0,56581004;True;True;0,80233410
2024-06-03 00:00:00;0,58284406;True;True;0,73695319
2024-07-01 00:00:00;0,84841556;True;True;0,75001333
2024-08-01 00:00:00;0,68372509;True;True;0,58036196
2024-09-02 00:00:00;0,98330778;True;True;0,56920998
2024-10-01 00:00:00;0,70353025;True;True;0,64356818
2024-11-01 00:00:00;0,63079925;True;True;0,60481402
2024-12-02 00:00:00;0,95260811;True;True;0,61644140
2025-01-02 00:00:00;0,93197837;True;True;0,51961524
2025-02-03 00:00:00;0,82849740;True;True;0,55463502
2025-03-03 00:00:00;0,96994327;True;True;0,63145863
2025-04-01 00:00:00;0,74766874;True;True;0,41472883
2025-05-01 00:00:00;0,74794634;True;True;0,49525751
2025-06-02 00:00:00;0,63587026;True;True;0,53265373
2025-07-01 00:00:00;;False;False;
2025-08-01 00:00:00;0,58898327;True;True;0,42895221
2025-09-01 00:00:00;0,58614947;True;True;0,70631438
2025-10-01 00:00:00;0,63812150;True;True;0,69198266
2025-11-03 00:00:00;0,63812150;True;True;0,69198266
2025-12-01 00:00:00;0,71007408;True;True;0,53291650
2026-01-02 00:00:00;0,63917819;True;True;0,66030296
2026-02-02 00:00:00;0,77295793;True;True;0,81704345
2026-03-02 00:00:00;0,74608595;True;True;0,68670226
2026-04-01 00:00:00;0,97204769;True;True;0,54484860
2026-05-01 00:00:00;0,97204769;True;True;0,54484860
2026-06-01 00:00:00;0,97204769;True;True;0,54484860
