line;label;start;end;n_days;total_return;cagr;ann_vol;sharpe;sortino;calmar;max_drawdown;max_dd_peak;max_dd_trough;max_dd_recovered;skew;excess_kurtosis;var_95_daily;cvar_95_daily;best_day;worst_day;positive_day_rate;best_month;worst_month;crisis_2022_return;crisis_2022_max_dd;ssr;mean_rolling_sharpe;nw_sigma_hac;nw_bandwidth_L;ssr_verdict
factor_pit_ext2026;PIT recall-guarded factor, extended to 2026-06;2014-05-02;2026-06-30;3002;1,99135433;0,14245583;0,10318862;1,34245276;1,95715326;1,24903767;-0,11405247;2020-02-21;2020-03-19;2020-04-14;0,01177110;16,30967359;-0,00764422;-0,01225156;0,06641879;-0,05536620;0,55029980;0,06531108;-0,05171378;-0,03597434;-0,11314036;0,10977759;1,11843967;10,18823298;164;SSR=0.11: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim
factor_nonpit_diag_ext2026;Non-PIT DIAGNOSTIC, extended to 2026-06;2014-05-01;2026-06-30;3003;2,31996805;0,15696494;0,10548280;1,43529596;2,06394850;1,41919273;-0,11060157;2020-02-21;2020-03-19;2020-05-12;-0,44920552;14,28903024;-0,00781320;-0,01270521;0,05739108;-0,06238778;0,55511156;0,06197805;-0,06314859;-0,03568041;-0,10107776;0,12082423;1,24825514;10,33116567;164;SSR=0.12: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim
baseline_ext2026;Baseline HRP+momentum, extended to 2026-06;2015-01-05;2026-06-30;2835;0,18633526;0,02223483;0,07849971;0,31944410;0,44108588;0,13832214;-0,16074674;2021-12-29;2022-05-18;2025-10-08;-0,46532435;21,90540562;-0,00495189;-0,01144974;0,03369280;-0,04452458;0,67195767;0,04888628;-0,06055287;-0,12282072;-0,15544663;0,07443611;6,30283512;84,67442729;161;SSR=0.07: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.005 < 0.05) — temporal consistency, not a skill claim
track_b_ext2026;Track B (MC/Nash), extended to 2026-06;2017-02-02;2026-06-30;2319;1,91358538;0,18322489;0,15591678;1,15734030;1,64206792;0,74369760;-0,24637015;2020-02-19;2020-03-23;2020-06-23;-0,19225885;22,04002086;-0,01129445;-0,01984039;0,09239619;-0,07396072;0,57007331;0,09335472;-0,07144316;-0,13462818;-0,18122286;0,10057583;1,16536394;11,58691819;149;SSR=0.10: rolling Sharpe stably > 0 in this sample (one-sided MBB p=0.001 < 0.05) — temporal consistency, not a skill claim
